Code,Title,Description,Severity,Classification
12103,Liquefied gases in bulk,"(IGC Code) LNG/LPG carriers also have stringent requirements. Any deviation (like carrying a gas without proper tank design or failing to meet temperature/pressure control due to equipment failure) is extremely dangerous. PSC will detain a gas carrier with major equipment faults (e.g., inoperative cargo tank pressure relief or dump valves), as a minor leak or overpressure can cause catastrophic BLEVE. Score 8.",8,Process
12104,Dangerous goods code,"Possibly a generic reference to compliance with the IMDG Code documentation and requirements. If the ship’s Dangerous Goods Document or special list/manifest is missing or inaccurate, it’s a compliance issue and a safety risk for emergency responders not knowing what’s on board. PSC will require the correct paperwork – moderately high importance (especially for shore firefighters).",7,Process
12105,Temperature control,"Some DG and bulk liquids require temperature control to prevent dangerous reactions (e.g., certain organic peroxides must be kept refrigerated, certain cargoes need heating to remain pumpable but not overheated). If PSC finds a temperature-controlled DG cargo not being maintained within safe limits (e.g., a reefer container of polymerizing material at too high a temp), or a tanker heating a cargo above its safety limit, they will intervene – either requiring immediate correction or offloading the cargo. Score 8 – mishandling can lead to explosion or cargo self-ignition.",8,Process
12106,Instrumentation,"Tankers carrying dangerous liquids must have instruments like gas detectors, tank pressure sensors, oxygen analyzers, etc., depending on cargo. For example, carrying toxic vinyl chloride requires continuous tank pressure monitoring and alarms. If key instruments for monitoring cargo condition are not working, it’s serious – crew might not detect dangerous situations (overpressure, toxic leaks). PSC likely detains until fixed or imposes operational restrictions. Score 7.",7,Process
12107,Fire protection cargo deck area,"Tankers carrying dangerous cargo need specific fire protection on deck (e.g., fixed foam monitors covering cargo manifolds, water spray on LPG tank domes). If these systems are inoperable or inadequate, any deck fire during cargo transfer could escalate uncontrollably. PSC often tests foam systems on tankers; a failed foam system is usually detention until repair0】. Score 8.",8,Process
12108,Personal protection,"On chemical tankers, the crew must have personal protective gear per IBC Code (like chemical suits, respirators) for emergency response to spills. If these are missing or unusable, crew cannot safely address leaks – a major hazard. PSC will detain a chemical tanker without required PPE (for example, no suitable acid suits when carrying strong acids) until gear is provided. Also, even on general ships carrying some dangerous goods, relevant PPE must be aboard (e.g., breathing apparatus for toxic gas containers). Score 7.",7,Process
12109,Special requirements,"Many dangerous cargoes have additional specific requirements (e.g., inhibited chemicals need a certificate of inhibitor, certain toxic cargoes require double isolation of valves). If these special provisions (not easily categorized generally) aren’t met, it’s a serious safety gap. PSC will enforce these strictly – e.g., if a stabilizer inhibitor certificate for a polymerizing monomer is not provided, they might refuse loading or detain ship until cargo proven sa3】. Score 7.",7,Process
12110,Tank entry,"Refers to safety of entering cargo tanks (likely overlapping with enclosed space entry but specific to cargo tank cleaning/maintenance). If PSC finds that tank entry procedures for dangerous cargo tanks aren’t followed or required gas-free certificates aren’t obtained, that’s extremely dangerous (crew could be overcome by toxic vapors or low oxygen). This is an ISM and chemical code violation – high severity. They might detain operations until proper tank gas-freeing and certification is done. Score 8.",8,Process
12112,Dangerous goods or harmful substances in pack. Form,"(MARPOL Annex III) This likely pertains to the environmental aspect of packaged DG (“Marine Pollutants”). If such substances are carried, they must be properly marked and documented as Marine Pollutant and properly stowed to prevent pollution in case of loss. PSC checks that marine pollutant cargoes have proper labels (the “fish and tree” symbol) and segregation. If not, it’s a MARPOL Annex III breach – moderate severity: not immediately unsafe to ship structure but environmentally important. They’ll require proper marking and record it. Score 6.",6,Process
12199,Other (tankers),"Any other requirement for tankers not covered – could be something like deck water spray system on LPG carriers (if not covered above), or specialist equipment for particular cargo. Usually moderate-high by default since tanker issues are potentially severe.",7,Process
00013,Propulsion and auxiliary machinery,,,Equipment
13101,Propulsion main engine,"If the main engine cannot be relied upon (e.g., it fails to start or keep running, or critical components are broken), the ship essentially can’t sail safely. PSC will detain a ship for any major main engine deficiency – for example, if during sea trial the engine failed to reverse, or it broke down entering port. Often a ship with engine trouble is detained until repairs and class verificati7】. This is maximum severity: loss of propulsion has caused many groundings.",10,Equipment
13102,Auxiliary engine,"Auxiliary engines (generators) provide electrical power. If one generator is down but others suffice, it’s noted but not detaining as redundancy remains. However, if the ship does not have redundancy (e.g., one generator of two is busted leaving no backup) or if total generation is insufficient, PSC will detain it – power loss can lead to blackouts, navigation failure, and inability to fight fires. We score 8 – often two of three DGs can be out and still not detainable if port-hop to repair, but one of one out is a show-stopper.",8,Equipment
13103,"Gauges, thermometers etc.","All machinery should have functioning gauges (oil pressure, temperature) so crew can monitor it. If many gauges are broken, crew might miss a problem (like overheating) until it causes failure or fire. PSC will cite missing/defective indicators – not immediately detainable if crew have alternate means, but it’s an ISM issue to fix. Moderate severity (crew should fix gauges promptly to avoid undetected issues).",5,Equipment
13104,Bilge pumping arrangements,"Being able to pump out water (bilges) is crucial. If bilge pumps in engine room or holds aren’t working, or valves are seized, the ship could flood slowly and not manage it, risking foundering. PSC often tests bilge pumps (especially after seeing oily water in bilges – also ties to MARPOL). A nonfunctional bilge system is detainable – vessel can’t be allowed to sail until it can dewater itself in an emergency. Score 9.",9,Equipment
13105,UMS-ship,"If a ship is certified for Unattended Machinery Space operation but PSC finds it doesn’t meet UMS standards (e.g., alarms unreliable, or automation not functioning), they may remove the UMS notation (require manned engine room). They won’t necessarily detain the ship if it can sail with engineers on watch 24/7, but if crew size is small, that becomes an issue. This is moderate – it affects operation mode rather than immediate safety if mitigated by manning.",6,Equipment
13106,Insulation wetted through (oil),Oil-soaked insulation on engine exhausts or hot pipes is extremely dangerous – it can ignite. This code points to exactly that scenario: lagging “wetted” with oil. PSC and USCG frequently detain ships for this conditi4】 as it has caused engine room fires. It also indicates ongoing leaks not fixed – an ISM failure. Score 9 – they will demand cleaning or renewing insulation and fixing leaks before departure.,9,Equipment
13108,Operation of machinery,"Possibly used if PSC observes crew operating machinery incorrectly (maybe not using cooling system properly, or ignoring safety interlocks) or machinery that should be in operation is not (like hydraulic steering pump off when it should be on automatic). It’s a broad ISM category. Score 5 unless a specific hazardous practice is noted (then it could escalate via other codes).",5,Equipment
13199,Other (machinery),"Any other machinery issues, e.g., a cracked engine bedplate, severe vibration on shaft, non-functional emergency generators (though that’s covered in emerg systems) or unapproved modifications. This catch-all can include serious things – default to 7, but actual severity depends on what it is.",7,Equipment
00014,Pollution Prevention - MARPOL Annex I,,,Process
14101,Control of discharge of oil,"This general code implies the vessel is not properly controlling oil discharges (e.g., bypassing OWS, pumping oily bilge or sludge out illegally). If PSC suspects or has evidence (oil in water around ship, magic pipe, etc.), it’s treated with maximum severity: detention and likely referral for prosecuti​safety4sea.com8】. Oil pollution violations carry massive fines and criminal charges (whistleblower cases often fall under thi3】. Score 10.",10,Process
14102,Retention of oil on board,"The ship must retain oily residues (sludge) and oily bilge water on board until proper disposal. If PSC finds sludge tanks full with no disposal records, they suspect illegal dumping. Or if incinerator is inoperable and sludge still not landing ashore, where’s it going? Very high severity – suggests MARPOL violation. They may detain until sludge is properly disposed in port and systems fixed, plus scrutinize ORB entries. Score 9.",9,Process
14103,Segregation of oil and water ballast,"Ships must segregate fuel oil tanks and ballast tanks (also cargo oil and ballast on tankers). If PSC finds, say, a ballast tank contaminated with oil or an illegal connection between fuel and ballast systems, it’s serious (could lead to oily ballast discharge). They will detain until segregation is restored (and require cleanup of tanks). Score 8.",8,Process
14104,Oil filtering equipment,"(MARPOL I Reg.14) The Oily Water Separator and 15-ppm monitor are critical for legal bilge discharge. If the OWS is inoperable or bypassed, PSC treats it as one of the gravest deficiencies – typically detaining the vessel and investigating for intentional polluti​safety4sea.com8】. Many detentions and legal cases involve non-functional or tampered OWS equipment (e.g., magic pipe to bypas7】. Score 10. (Often accompanied by code 30 action – detention and flag/USCG informed for potential prosecution.)",10,Process
14105,"Pumping, piping and discharge arrangements","This refers to the engine room bilge and sludge pumping arrangements – PSC looks for unauthorized pipes or valves that could discharge overboard. For example, an illegal connection (“magic pipe”) from sludge tank to overboard is a smoking gun for pollution. If PSC finds any suspicious piping or disconnected seals on overboard valves, it’s immediate detention and investigati0】. Score 10 – direct evidence of MARPOL violation. (Even not having the standard discharge connection for shore could fall here, though that is minor in itself – the bigger context is bypass potential.)",10,Process
14106,Pump room bottom protection,"Tankers must have double bottoms in pump rooms or equivalent to avoid outflow if pump room floor is breached. If an older tanker lacks this or it’s not as per MARPOL, PSC would likely not allow it to carry heavy oil. This is more a design requirement flagged during certification. If PSC discovered a structural non-compliance, it’s high severity; though nowadays, older non-compliant tankers are phased out. Score 7.",7,Process
14107,Oil discharge monitoring and control system,"On crude oil tankers, the ODMC monitors oil content and total volume of cargo/ballast discharges from slop tanks. If it’s not working or calibrated, the ship legally cannot discharge any tank washings at sea. PSC will detain a tanker with inoperable ODMCS if it intends to do any discharge. Score 9 – essential to prevent illegal cargo oil discharge.",9,Process
14108,15 PPM alarm arrangements,"The oil content meter on the OWS must alarm and auto-stop discharge if >15 ppm oil. If this arrangement fails (e.g., sensor broken or bypassed), the ship could pump oil overboard without alarm. PSC treats a nonfunctional 15-ppm alarm as extremely severe – essentially the OWS is not legally complia​safety4sea.com8】. Detention until fixed, and heavy suspicion of illegal discharge. Score 10.",10,Process
14109,Oil / water interface detector,"Tankers sometimes use an interface detector to tell oil/water interface in slop tanks during decanting. If required and not working, they might accidentally pump out oil with the clean water. PSC will likely prevent decanting and insist on pumping all slops to shore or require repair. Not as universally critical as other equipment. Score 6.",6,Process
14110,Standard discharge connection,"Ships must have a standard flange to connect to shore reception facilities for oily waste. If missing, it’s minor (the ship can’t easily offload sludge – but they could jury-rig a hose if needed). PSC will note and require they obtain one (cheap item). Low severity.",3,Process
14111,"SBT, CBT, COW","This refers to tanker structural/configuration requirements: Segregated Ballast Tanks, Clean Ballast Tanks (older concept), and Crude Oil Washing. MARPOL required all big tankers to have SBT or equivalent by certain dates, and crude carriers to have COW systems. If a tanker is not in compliance (e.g., an older tanker still using Clean Ballast but its CBT system is inoperative, or no COW on a crude tanker), it’s likely detainable – in fact such ships shouldn’t be trading (most single-hull, non-SBT tankers are gone or restricted). If PSC finds a tanker without functional COW when required, they may not allow it to load crude until fixed. Score 9 (due to pollution risk of not washing properly or carrying dirty ballast).",9,Process
14112,COW operations and equipment manual,"Crude Oil Washing requires an approved manual and proper equipment/training. If PSC finds the COW machine not working or crew not following the manual (like skipping required tank washing before ballast voyage), they’ll detain or at least issue major deficiency. Improper COW can leave sludge (later illegally dumped) or cause safety issues (spray ignition). Score 7.",7,Process
14113,Double hull construction,"MARPOL phased in double hulls for tankers to reduce spill risk. If by some anomaly a single-hull tanker (of size >600DWT carrying heavy oil) is still trading past phase-out without exemption, PSC would detain or ban it. Double-hull structural damage could also be considered here (e.g., ballasting a full cargo tank if one side of double hull breached – not allowed). Basically, any deviation from double-hull requirement is extremely serious. Score 9.",9,Process
14114,Hydrostatically balanced loading,"An interim measure for some single-hull tankers was Hydrostatically Balanced Loading (HBL) to reduce outflow in grounding. If applicable and not being followed (e.g., a tanker that promised to do HBL as condition for continued operation but isn’t actually doing it), PSC would detain/deny it to load heavy cargo. However, since single-hulls are largely phased out, this is rare now. Score 6 historically; moot today mostly.",6,Process
14115,Condition Assessment Scheme,"CAS is an enhanced structural survey regime for older tankers beyond a certain age. Tankers subject to CAS must have a Statement of Compliance. If an aging tanker doesn’t have valid CAS documentation, PSC will view it as substandard – likely detain or at least require immediate surv7】. Score 8 – significant structural safety/pollution prevention measure.",8,Process
14116,Pollution report - MARPOL Annex I,"If there was an oil spill (even minor) and the ship did not report it as required to coastal authorities, that’s a serious violation (failure to report is illegal and impedes response). PSC will treat non-reporting as a major compliance breach – likely fines and detenti3】. E.g., if oil stains are found on deck/drip trays and ship didn’t notify anyone, they’ll suspect a spill was hidden. Score 8.",8,Process
14117,Ship type designation,"Possibly verifying the MARPOL “ship type” (for tankers, e.g., Type 1, 2, 3 for chemicals, or for oil tankers the category for phase-out). If there’s confusion or mislabeling in certs (like a tanker being operated in a way not suitable for its type), PSC notes it. But this is documentation. Moderate to low – unless it implies carrying forbidden cargo for its type, which would be handled under other codes.",5,Process
14119,Oil and oily mixtures from machinery spaces,"Possibly a general code used if PSC finds evidence the ship discharged machinery space bilges illegally (like traces of oil in overboard discharge or an unaccounted drop in bilge content). Could overlap with 14101. As a general statement, if PSC believes machinery space oily mixtures were pumped out (bypassing OWS), it’s extremely severe (detention, legal action). We give 8 assuming it’s used for suspected subtle violations (like oil sheen observed around discharge during bilge pumping test).",8,Process
14120,"Loading, unloading & cleaning procedures cargo spaces of tankers","Tankers must follow procedures to avoid spillage during loading/discharge and proper tank cleaning disposal. If PSC observes poor practices (overflowed cargo during loading, cargo hoses not drained before disconnect, not following the pre-wash required for persistent oils), they will issue deficiencies and possibly detain for major procedural lapses. Score 7 – can lead to small spills or built-up sludge (which then risks illegal disposal).",7,Process
14121,Suspected of discharge violation,"If PSC outright suspects (even without catching in the act) that the ship violated discharge regulations (e.g., ORB entries are obviously fabricated or a whistleblower reports illegal dumping), they will act with maximum severi​safety4sea.com8】. This code essentially flags that the ship is believed to have done an illegal discharge. Consequences: detention, thorough investigation (often with flag and maybe criminal investigators), sampling of tanks, etc. Score 10 – it’s as severe as 14101/14104 because it indicates an actual pollution event likely occurred.",10,Process
14199,Other (MARPOL Annex I),,,Process
00142,Pollution Prevention - MARPOL Annex II,,,Process
14201,Efficient stripping,"Chemical tankers must achieve certain stripping efficiency (very little residue left after pumping out cargo). Stripping performance is ensured by design and periodic tests. If PSC finds the ship’s stripping system is not achieving required efficiency (perhaps via a test or previous history), they might require a mandatory prewash in port for each cargo (which is costly/time-consumin7】. It’s a significant environmental issue: poor stripping = more residue discharged at sea. Score 7 – they likely won’t detain the ship itself, but they will enforce additional measures (like no at-sea discharge of wash water, only to reception facility).",7,Process
14202,Residue discharge systems,"This refers to the arrangements for handling Annex II residues – special slop tanks, dedicated pump for stripping, etc. If not functioning, the ship might discharge more residue at sea than allowed. PSC will ensure any required dedicated equipment (like closed loading/unloading system) is working. If not, they can detain or restrict cargo carriage until fixed. Score 7.",7,Process
14203,Tank washing equipment,"Chemical tankers have tank washing machines, sometimes with specialized features (like machine able to reach all areas to avoid clingage). If these fail, certain cargo residues can’t be fully removed (leading to potential contamination of next cargo or illegal disposal). PSC will note it and likely require manual cleaning or fix before next voyage if it affects compliance. Moderate severity.",6,Process
14204,Prohibited discharge of NLS slops,"If PSC has evidence or strong suspicion that the ship discharged NLS (noxious liquid substances) residues at sea in contravention of Annex II (like outside allowed dilution or in a special area), that’s treated similarly to illegal oil discharge – very serious. They will detain and may seek prosecution if willful. Score 10. (Annex II violations, while less publicized than oil, are equally unlawful. E.g., illegally dumping toxic xylene rinse water = major environmental harm.)",10,Process
14205,Cargo heating systems - cat. Y substances,"Some Category Y substances (moderate hazard) require heating for efficient transfer but have limits to avoid polymerization or decomposition. If heating coils are leaking or overheating cargo beyond spec, it could cause cargo degradation or a venting of harmful vapor. PSC will address faulty heating – moderate (since it’s a prevention measure but not immediate unless cargo approaching dangerous temp).",6,Process
14206,Ventilation procedures / equipment,"For certain Annex II cargoes, tanks may need venting before/after cleaning (and some fumes must be treated). If vapor control fans or scrubbers not working, toxic or harmful vapors could be released improperly. PSC will restrict operations until fixed. Score 6 – environmental/crew safety measure.",6,Process
14207,Pollution report - MARPOL Annex II,"As with Annex I, failure to report an Annex II substance spill is very serious. E.g., not reporting a chemical spill or cargo loss overboard denies authorities chance to mitigate. PSC treats non-reporting as a high violation. Score 8.",8,Process
14208,Ship type designation,"Chemical tankers are built to Type 1 (most protective), 2, or 3 depending on cargo hazard. Carrying a cargo requiring a higher ship type than the vessel’s is strictly forbidden. If PSC finds an apparent mismatch (like a Type 3 ship carrying a Type 2 substance without exemption), they will detain and offload that cargo because it’s unsafe by design. Score 9 – critical structural requirement.",9,Process
14299,Other (MARPOL Annex II),"Could cover things like missing cargo record book entries for Annex II, or carriage of a chemical without proper certification. Moderately high default due to pollution potential.",7,Process
00143,Pollution Prevention - MARPOL Annex III,,,Process
14301,Packaging,"If PSC finds the packaging of a Marine Pollutant or Dangerous Good is not per requirements (e.g., damaged drums, leaking IBCs), it’s both a safety and pollution risk. They will likely stop loading/unloading those until repackaged. High moderate severity – improper packaging can lead to spillage of toxins.",7,Process
14302,Marking and labelling,"Each package containing a harmful substance must bear the marine pollutant mark (if applicable) and proper hazard labels. If not, responders might not know it’s environmentally hazardous if lost overboard. PSC will require proper labels – relatively low severity to fix (just label them), but important for compliance.",5,Process
14303,Documentation (MARPOL Annex III),"The ship must have a special list/manifest of all harmful substances on board, including their location, for use in emergencies. If missing or incomplete, it’s moderate – PSC insists on proper manifests. Not detainable by itself if info can be compiled quickly, but a gap to close.",5,Process
14304,Stowage,"Harmful substances should be stowed so as to minimize risk to marine environment (e.g., not on weather deck if avoidable, or in a way to contain leaks). If PSC sees extremely poor stowage (like barrels of pollutants on deck with no lashings, at risk of falling overboard), that’s serious. They’ll stop operations to secure it. Score 6. (Human safety aspects would be covered under DG stowage above; this code likely used if focus is environmental risk, e.g., no secondary containment for liquid pollutant packages.)",6,Process
14399,Other (MARPOL - Annex III),Other issues like missing emergency schedule (EmS) or lack of port contact info for pollution. Generally moderate by default.,5,Process
00144,Pollution Prevention - MARPOL Annex IV,,,Process
14402,Sewage treatment plan,"If the vessel has an STP (sewage treatment plant) and it’s not working (can’t treat sewage to required standard), the ship must stop discharging sewage at sea and either use a holding tank or get shore disposal. If in an area where discharge (even treated) is banned, the immediate operational impact is minimal (just don’t discharge). But in open ocean, inability to treat means ship must carry sewage – limited capacity. For passenger ships or larger crews, that becomes untenable quickly. PSC in places like Alaska or Baltic where rules are strict will detain ships that cannot manage sewage properly until fixed. Score 7 – not as directly lethal as oil, but significant for environmental compliance and public health (particularly in port waters).",7,Process
14403,Sewage comminuting and disinfecting system,"Alternatively, ships may have a system that macerates and chlorinates sewage for discharge 3+ miles out. If that is broken, same issue as above – the ship effectively has no legal way to discharge sewage except holding. If holding tank is small and voyage long, that’s a problem. PSC will note it and possibly detain if no workaround (or require sailing coastally to next port for repairs). Score 6.",6,Process
14404,Sewage discharge connection,"The standard shore connection for sewage (flange) – if missing, the ship can’t easily pump sewage to port trucks/lines. Minor – they’ll tell them to get one. Not detainable.",3,Process
14499,Other (MARPOL Annex IV),Any other sewage issue (perhaps crew not using the treatment plant properly or missing log of sewage discharges). Generally low unless it results in actual pollution (which would be covered by failure to treat anyway).,4,Process
00145,Pollution Prevention - MARPOL Annex V,,,Process
14501,Garbage,"If PSC finds evidence of illegal garbage discharge (plastics in the water, or no records but garbage not accumulated aboard, etc.), it’s a serious violation of Annex V. Many countries can fine heavily for dumping plastic at sea. So if, say, the ship has zero garbage on board and no landing receipts for months, PSC might conclude it was dumped – high severity (detention and investigation). Also, mishandling (like loose garbage on deck that could blow overboard) would be addressed. Score 8 (for suspected illegal disposal, 10 if proven).",8,Process
14502,Placards,"MARPOL V requires ships to display placards notifying crew and passengers of garbage discharge regulations (typically in mess rooms). If missing, small issue – PSC will ask to put them up. No direct harm – informational.",2,Process
14503,Garbage management plan,"Ships >100 GT or certified to carry >15 persons must have a Garbage Management Plan. If missing, PSC will note it – minor compliance issue, easily corrected by preparing a plan. Doesn’t directly cause pollution unless behavior is also bad.",3,Process
14599,Other (MARPOL Annex V),"E.g., Garbage Record Book not maintained (which is actually a common deficiency). If the GRB is sloppy or shows illegal entries (like garbage disposed “at sea” where not allowed), that becomes major (again linking to 14501 scenario). By default moderate.",5,Process
00146,Pollution Prevention - MARPOL Annex VI,,,Process
14601,"Technical Files and if applicable, monitoring manual","Every engine >130 kW has a NOx Technical File (detailing components, settings for compliance). Also, ships with scrubbers need Monitoring Plans for emissions, and those in EU MRV or IMO DCS have CO₂ monitoring plans. If these documents are missing, the ship may be running engines not verified for NOx compliance or scrubbers not properly monitored. PSC will likely detain if they suspect engine NOx non-compliance (less common than fuel issues). If just documentation oversight, moderate – but they’ll insist on obtaining it. Score 5.",5,Process
14602,Record book engine parameters,"If any modifications are done to engines, changes must be recorded to ensure still within NOx limits. If PSC finds no record book or entries despite obvious changes (e.g., fuel injectors replaced with non-original type), they suspect a NOx violation. This is moderate – they might require a re-certification test for NOx if serious. It’s more about paperwork showing NOx compliance maintained. Score 5.",5,Process
14603,Approved doc exhaust gas cleaning system,"Ships with SOx scrubbers must have an approved SOx Emissions Compliance Plan and associated docs (like scrubber parameters, washwater discharge criteria). If missing, PSC won’t be confident the scrubber meets regulations. Since scrubbers allow higher sulfur fuel usage, lack of approved docs could mean illegal SOx emissions. They might detain or at least not accept the scrubber operation (forcing the ship to use compliant fuel). Score 7.",7,Process
14604,Bunker delivery notes,"Every fuel bunkering requires a BDN stating sulfur content, etc. PSC inspects these to verify the fuel on board is complia​safety4sea.com8】. If BDNs are missing or have obviously non-compliant info (like 3.5% sulfur fuel taken in 2021 without scrubber), that’s a major breach. PSC will sample fuel to confirm sulfur content. Missing BDNs also hinder verifying compliance – high severity because it might hide illegal fuel use. Many port states (e.g., in EU) can fine or detain ships that cannot produce recent BDNs. Score 8.",8,Process
14605,Type approval certificate of incinerator,"Shipboard incinerators need to be type-approved to ensure they meet emission standards (no emitting too much CO, etc.). If the incinerator has no type approval or is modified, it may violate Annex VI Reg.16. PSC will note it and likely prohibit its use until proper documentation or unit replacement. It’s moderate to low – incinerator use is mostly a convenience for reducing garbage volume (some ports ironically prefer you not use it due to local air). Score 4.",4,Process
14606,Diesel engine air pollution control,"Possibly refers to verifying engines meet NOx Tier standards or if an “Approved Method” retrofit (for certain older engines) is applied. If PSC finds an engine missing required emission control devices (like a Tier I engine that had an approved upgrade kit available but not installed), they may report it to flag for enforcement. Or if an engine appears tampered (like NOx bypass valves open), they’ll take it seriously. Score 7 – because circumventing NOx controls is illegal and contributes to acid rain/health issues. (However, PSC focus has been more on sulfur).",7,Process
14607,Quality of fuel oil,"(MARPOL VI Reg.18) Fuel must meet sulfur limits (and be free of excess water, chemicals). If PSC tests fuel and finds non-compliant sulfur content (e.g., ship in ECA burning 0.50% instead of 0.10%, or globally above 0.50% with no scrubber), that’s one of the most enforced items since 201】. PSC detains ships and ports issue heavy fines for high-sulfur fuel use. Also, off-spec fuel causing engine failures is a concern. Score 10 – strict liability now; ships must debunker or flush tanks under port state supervision if found with high sulfur fuel.",10,Process
14608,Incinerator incl. operations and operating manual,"If the incinerator is used, crew must follow its operating manual (burn only allowed substances, not in port, etc.). If PSC finds improper use (like burning plastic in port creating black smoke, which is not allowed under Annex VI), they’ll cite it. Or if the operating manual is missing such that crew may not know what’s permitted to incinerate, they’ll note it. Score 5.",5,Process
14609,Volatile Organic compounds in tankers,"Certain ports (like in EU and US) require tankers to have a VOC Management Plan to minimize emissions of VOCs during loading of crude oil (e.g., use of vapor recovery). If missing, it’s a documentation issue – moderate. In port states with VOC regulations, they might not allow loading without one. But on the scale of issues, lower severity until enforced. Score 4.",4,Process
14610,Operational proc. for engines or equipment,"Possibly a catch-all for not following required operational procedures under Annex VI – e.g., not switching to low-sulfur fuel before entering an ECA on time, or not following the ship’s SOx Emission Control Plan. If PSC sees, say, in logbook that they entered ECA but only changed fuel 2 hours late, that’s a violation. They could fine or detain depending on how they interpret it. Score 5 – moderate but can have serious consequences if it resulted in high emissions in restricted area.",5,Process
14611,Ozone depleting substances,"If the ship has equipment with CFC refrigerants or Halon and it’s not properly managed (leaks, no records), that’s an Annex VI violation. E.g., if PSC finds crew vented refrigerant gas to atmosphere without recovery during maintenance, that’s illegal. Or if the ODS Record Book isn’t kept, they suspect maybe illegal release. Medium-high severity – global environmental harm. Some port states (like US) penalize deliberate ODS release heavily. Score 7.",7,Process
14613,Approved method,"Certain older diesel engines (from 1990s) had “Approved Methods” (retrofit kits) to reduce NOx, mandated if available. If such an engine has an Approved Method published but the ship hasn’t installed it by the deadline, it’s not allowed to use that engine beyond a certain date. PSC will enforce this – could detain the ship or require it to limit engine use until compliance. It’s specific and not common lately as many such engines are retired or kits installed. Score 6.",6,Process
14614,Sulphur oxides,"Overlaps with 14607 but likely refers broadly to compliance with sulfur emission limits (ECA 0.1%, global 0.5%, plus prohibition of carrying non-compliant fuel without scrubber). Since Jan 2020, this is arguably the most actively enforced Annex VI aspect. If PSC finds non-compliant fuel on board or being used, it’s a detainable offen1】. Ships have been detained and required to offload high sulfur fuel or de-bunker 5】. Score 10 – critical environmental requirement.",10,Process
14699,Other (MARPOL ANNEX VI),"Other air pollution issues like failure to report to fuel consumption data (IMO DCS), not meeting Energy Efficiency regulations (like missing SEEMP Part III for CII, etc.). With climate measures increasing, PSC attention is growing. But historically, they might use this for anything from not posting ECA entry logs to funnel smoke density issues. We put 7 to cover potentially serious items under Annex VI not listed.",7,Process
00147,Pollution Prevention - Anti Fouling,,,Process
14701,AFS supporting documentation,"Ships >400 GT need an International AFS Certificate. Smaller vessels or non-Parties carry a Declaration. If missing, PSC will require one from the flag State. It’s moderately important – not having it suggests maybe the ship hasn’t been checked for TBT. But TBT paints are largely phased out since 2008, so likely a documentation formality. Score 5.",5,Process
14702,Logbook entries referring AFS,Not sure; maybe if the ship’s documentation of when/where it last changed paint (some flags require noting in log when old anti-fouling was removed). Not commonly inspected item. Low severity.,3,Process
14703,Paint  condition,"If the anti-fouling paint is visibly in poor shape (peeling) such that underlying old TBT layers could leach, PSC might note it but they can’t really enforce condition aside from recommending renewal. Unless they suspect banned paint under, then they could require testing. Generally hull paint condition is a class/speed issue, not PSC detention, unless it's polluting (e.g., paint chips flaking off massively – even then, minor). Score 3.",3,Process
14799,Other (AFS),"Could cover anything like presence of a banned system (rare now). If PSC somehow found evidence the ship still uses TBT anti-fouling (e.g., through sampling by port State lab), they would require it to be stripped at next drydock. Not an immediate detainable emergency but a compliance requirement with potential sanction. Score 4.",4,Process
00015,ISM,,,Process
15150,ISM,"If PSC invokes 15150, it means the vessel’s accumulation of deficiencies (or one major negligence) indicates the Safety Management System is not effectively implemented. ISM failures are the number one cause of detentions by cou4】 (because for any detention-worthy deficiency, PSC often includes ISM). This leads to requirement of an external audit by flag or class before the ship can sail. It’s scored 10 – it encapsulates a breakdown of the safety culture and management from shore to ship.",10,Process
00016,ISPS,,,Process
16101,Security related defects,"A general flag for significant security failings not otherwise listed (could be: failure to implement ship access control, no security rounds done, major security breaches like stowaway found due to poor security). If PSC finds the ship wide open to unauthorized access (e.g., gangway unattended in port, no IDS checks), they may cite ISPS failure. Certain ports (US, Australia) will detain vessels for egregious security negligence as it poses terror threa8】. Score 8.",8,Process
16102,Ship security alert system,"The SSAS is a silent alarm to alert authorities of a security threat (piracy, terrorist attack). If the SSAS doesn’t work in testing or isn’t properly registered, that’s a breach of SOLAS XI-2. Some port states (US) do check it. It’s important for worst-case scenarios. PSC will require it fixed; if in high-risk waters for piracy, they might detain until operational. Score 7.",7,Process
16103,Ship security plan,"The vessel must have an approved Security Plan on board and implement it. If the plan document is missing or expired (not approved after the last ship/owner change), the ship is not ISPS-compliant – a detainable condition. Also if plan is onboard but clearly not implemented (crew unaware of procedures, etc.), it’s serious. Score 9 – without a valid plan, the ship shouldn’t trade internationally.",9,Process
16104,Ship security officer,"Every ship must have a designated, trained Ship Security Officer (SSO). If no one on board has an SSO certificate, that’s a clear ISPS non-compliance. PSC will likely detain until a certified person is on board (or temporary dispensation given extremely short term). It’s crucial as SSO coordinates responses to security threats. Score 8.",8,Process
16105,Access control to ship,"The ISPS Code requires controlling access (locks, watchmen, visitor logs). If PSC observes the ship doesn’t control access (no gangway watch, doors to restricted areas left unlocked in port), it’s an ISPS failure. It might not cause immediate “accident” but is a security risk. They’ll cite it and possibly demand increased security measures before departure. Score 7.",7,Process
16106,Security drills,"Ships must do regular security drills (e.g., scenario of bomb threat or stowaway search). If PSC asks and finds none have been done (or crew perform very poorly), they note it. Similar to other drills – suggests ISM/ISPS training weakness. They’ll require holding a drill promptly. Moderate (unless in conjunction with other failures, then it adds to detention reasons). Score 5.",5,Process
