Code,Title,Description,Paris MOU Recommendations,AMSA Trends,AMSA Recommendations,Tokyo MOU Trends,Tokyo MOU Recommendations,Paris MOU Trends,Mapped Questions-Internal,Mapped Questions-External
14605,Type approval certificate of incinerator,"Shipboard incinerators need to be type-approved to ensure they meet emission standards (no emitting too much CO, etc.). If the incinerator has no type approval or is modified, it may violate Annex VI Reg.16. PSC will note it and likely prohibit its use until proper documentation or unit replacement. It’s moderate to low – incinerator use is mostly a convenience for reducing garbage volume (some ports ironically prefer you not use it due to local air). Score 4.",,,,,,,,
14606,Diesel engine air pollution control,"Possibly refers to verifying engines meet NOx Tier standards or if an “Approved Method” retrofit (for certain older engines) is applied. If PSC finds an engine missing required emission control devices (like a Tier I engine that had an approved upgrade kit available but not installed), they may report it to flag for enforcement. Or if an engine appears tampered (like NOx bypass valves open), they’ll take it seriously. Score 7 – because circumventing NOx controls is illegal and contributes to acid rain/health issues. (However, PSC focus has been more on sulfur).",,,,,,,,Are SMS guidelines for the mitigation of engine damage due to catalytic fines and other potentially injurious elements or containments in place and being followed? (V & M)?
14607,Quality of fuel oil,"(MARPOL VI Reg.18) Fuel must meet sulfur limits (and be free of excess water, chemicals). If PSC tests fuel and finds non-compliant sulfur content (e.g., ship in ECA burning 0.50% instead of 0.10%, or globally above 0.50% with no scrubber), that’s one of the most enforced items since 201】. PSC detains ships and ports issue heavy fines for high-sulfur fuel use. Also, off-spec fuel causing engine failures is a concern. Score 10 – strict liability now; ships must debunker or flush tanks under port state supervision if found with high sulfur fuel.",,,,,,,Does vessel have compliant fuel on board?,"Are the limits of blood and breath alcohol contents in the drug and alcohol policy equal to, or less than the STCW mandatory alcohol limit? (V&M)? # Can the vessel safely comply with the requirements of Emission Control Area (ECA) and other local requirements regarding use of very-low or ultra-low sulphur fuels in the main engine, auxiliary engines and boilers? # Are ship-specific procedures to control the change from residual to low-sulphur / distillate fuels and vice versa provided, and is the fuel oil change over logbook and data collection system being maintained correctly? (V & M)?"
14608,Incinerator incl. operations and operating manual,"If the incinerator is used, crew must follow its operating manual (burn only allowed substances, not in port, etc.). If PSC finds improper use (like burning plastic in port creating black smoke, which is not allowed under Annex VI), they’ll cite it. Or if the operating manual is missing such that crew may not know what’s permitted to incinerate, they’ll note it. Score 5.",,,,,,,,
14609,Volatile Organic compounds in tankers,"Certain ports (like in EU and US) require tankers to have a VOC Management Plan to minimize emissions of VOCs during loading of crude oil (e.g., use of vapor recovery). If missing, it’s a documentation issue – moderate. In port states with VOC regulations, they might not allow loading without one. But on the scale of issues, lower severity until enforced. Score 4.",,,,,,,,
14610,Operational proc. for engines or equipment,"Possibly a catch-all for not following required operational procedures under Annex VI – e.g., not switching to low-sulfur fuel before entering an ECA on time, or not following the ship’s SOx Emission Control Plan. If PSC sees, say, in logbook that they entered ECA but only changed fuel 2 hours late, that’s a violation. They could fine or detain depending on how they interpret it. Score 5 – moderate but can have serious consequences if it resulted in high emissions in restricted area.",,,,,,,,
14611,Ozone depleting substances,"If the ship has equipment with CFC refrigerants or Halon and it’s not properly managed (leaks, no records), that’s an Annex VI violation. E.g., if PSC finds crew vented refrigerant gas to atmosphere without recovery during maintenance, that’s illegal. Or if the ODS Record Book isn’t kept, they suspect maybe illegal release. Medium-high severity – global environmental harm. Some port states (like US) penalize deliberate ODS release heavily. Score 7.",,,,,,,Ops/maintenance records of system. Effluent test records.?,
14613,Approved method,"Certain older diesel engines (from 1990s) had “Approved Methods” (retrofit kits) to reduce NOx, mandated if available. If such an engine has an Approved Method published but the ship hasn’t installed it by the deadline, it’s not allowed to use that engine beyond a certain date. PSC will enforce this – could detain the ship or require it to limit engine use until compliance. It’s specific and not common lately as many such engines are retired or kits installed. Score 6.",,,,,,,,
14614,Sulphur oxides,"Overlaps with 14607 but likely refers broadly to compliance with sulfur emission limits (ECA 0.1%, global 0.5%, plus prohibition of carrying non-compliant fuel without scrubber). Since Jan 2020, this is arguably the most actively enforced Annex VI aspect. If PSC finds non-compliant fuel on board or being used, it’s a detainable offen1】. Ships have been detained and required to offload high sulfur fuel or de-bunker 5】. Score 10 – critical environmental requirement.",,,,,,,,"Can the vessel safely comply with the requirements of Emission Control Area (ECA) and other local requirements regarding use of very-low or ultra-low sulphur fuels in the main engine, auxiliary engines and boilers?"
14699,Other (MARPOL ANNEX VI),"Other air pollution issues like failure to report to fuel consumption data (IMO DCS), not meeting Energy Efficiency regulations (like missing SEEMP Part III for CII, etc.). With climate measures increasing, PSC attention is growing. But historically, they might use this for anything from not posting ECA entry logs to funnel smoke density issues. We put 7 to cover potentially serious items under Annex VI not listed.",,,,,,,,
147,Pollution Prevention - Anti Fouling,,,,,,,,,
14701,AFS supporting documentation,"Ships >400 GT need an International AFS Certificate. Smaller vessels or non-Parties carry a Declaration. If missing, PSC will require one from the flag State. It’s moderately important – not having it suggests maybe the ship hasn’t been checked for TBT. But TBT paints are largely phased out since 2008, so likely a documentation formality. Score 5.",,,,,,,,
14702,Logbook entries referring AFS,Not sure; maybe if the ship’s documentation of when/where it last changed paint (some flags require noting in log when old anti-fouling was removed). Not commonly inspected item. Low severity.,,,,,,,Overall condition. Any oil stains/coating breakdown on shipsides? # Review of coating condition as per maintenance records? # Condition of SW main line in bilges - leaks/soft patches/ temporary repairs?,"Are records of the latest shipboard internal and external audits available and are actions being initiated to correct any non-conformities? # Is the vessel free of any hull repairs unreported to class? (V)? # Are records maintained of the regular inspection and maintenance of the cargo-securing devices on board the ship? (V)? # Are the hold bilges cleaned prior to loading and are cleaning and checks being recorded? (V)? # Are the drain holes of coaming clean, the inboard coaming faces free from any vertical rust staining and are the non-return valves in good condition? (V)?"
14703,Paint  condition,"If the anti-fouling paint is visibly in poor shape (peeling) such that underlying old TBT layers could leach, PSC might note it but they can’t really enforce condition aside from recommending renewal. Unless they suspect banned paint under, then they could require testing. Generally hull paint condition is a class/speed issue, not PSC detention, unless it's polluting (e.g., paint chips flaking off massively – even then, minor). Score 3.",,,,,,,,
14799,Other (AFS),"Could cover anything like presence of a banned system (rare now). If PSC somehow found evidence the ship still uses TBT anti-fouling (e.g., through sampling by port State lab), they would require it to be stripped at next drydock. Not an immediate detainable emergency but a compliance requirement with potential sanction. Score 4.",,,,,,,"Review of last Internal Audit/PSC/FSI/Vetting Reports. Any remarks/observations outstanding? If closed, is the closure effective? # Any past PSC detentions/SIRE refusals?",When was the date of the last recorded unannounced on-board group alcohol test? # Are records of the latest shipboard internal and external audits available and are actions being initiated to correct any non-conformities? # Is there a procedure for checking the container’s seals and is there documented evidence of compliance? (V)? # Are there procedures for reporting and removal of damaged lashing devices from service and are there records to demonstrate that damaged lashing devices have been removed from service? (V)?
15,ISM,,Maintain an effective Safety Management System (SMS) to prevent ISM-related deficiencies. Correct any deficiencies promptly so that they do not indicate a failure of the ISM Code. Repeated or serious deficiencies reflect a breakdown of the SMS; ensure corrective action is taken within three months for non‑detainable findings and be prepared for a safety management audit by the Administration if a detainable deficiency is identified. Keep records of corrective actions and review them during subsequent inspections to demonstrate effective implementation of the SMS.,Marine Order 504 changes,,,,,,"Has an SMS policy and procedure been established to enforce the STCW Convention and Code requirements for the purpose of preventing drug and alcohol abuse? (V & M)? # Has the vessel’s manager established a documented system for personnel to effectively implement the ISM Code? (V)? # Does the SMS include procedures for regular inspection of cargo holds, ballast tanks, void spaces, trunks, duct keel and cofferdams by the ship’s personnel and are records maintained? (V)? # Are procedures for safe lashing and securing operations incorporated in the ship’s SMS? # Are procedures for safe lashing and securing operations of containers being incorporated in the ship’s SMS? (V)? # Are cyber security policies and procedures being incorporated in the safety management system and was the cyber security management system evaluated and certified by Class? (V)? # Are adequate engineering procedures, instructions and guidelines included in the SMS? (V)?"
15150,ISM,"If PSC invokes 15150, it means the vessel’s accumulation of deficiencies (or one major negligence) indicates the Safety Management System is not effectively implemented. ISM failures are the number one cause of detentions by cou4】 (because for any detention-worthy deficiency, PSC often includes ISM). This leads to requirement of an external audit by flag or class before the ship can sail. It’s scored 10 – it encapsulates a breakdown of the safety culture and management from shore to ship.",Maintain an effective Safety Management System (SMS) to prevent ISM-related deficiencies. Correct any deficiencies promptly so that they do not indicate a failure of the ISM Code. Repeated or serious deficiencies reflect a breakdown of the SMS; ensure corrective action is taken within three months for non‑detainable findings and be prepared for a safety management audit by the Administration if a detainable deficiency is identified. Keep records of corrective actions and review them during subsequent inspections to demonstrate effective implementation of the SMS.,Marine Order 504 changes; NCP 2024-25: Disabled vessels & maintenance,Verify that the SMS addresses planned maintenance and emergency preparedness; rectify ISM deficiencies promptly; conduct audits to ensure effective implementation.,,,,,"Has an SMS policy and procedure been established to enforce the STCW Convention and Code requirements for the purpose of preventing drug and alcohol abuse? (V & M)? # Has the vessel’s manager established a documented system for personnel to effectively implement the ISM Code? (V)? # Does the SMS include procedures for regular inspection of cargo holds, ballast tanks, void spaces, trunks, duct keel and cofferdams by the ship’s personnel and are records maintained? (V)? # Are procedures for safe lashing and securing operations incorporated in the ship’s SMS? # Are procedures for safe lashing and securing operations of containers being incorporated in the ship’s SMS? (V)? # Are cyber security policies and procedures being incorporated in the safety management system and was the cyber security management system evaluated and certified by Class? (V)? # Are adequate engineering procedures, instructions and guidelines included in the SMS? (V)?"
16,ISPS,,,,,,,,,
16101,Security related defects,"A general flag for significant security failings not otherwise listed (could be: failure to implement ship access control, no security rounds done, major security breaches like stowaway found due to poor security). If PSC finds the ship wide open to unauthorized access (e.g., gangway unattended in port, no IDS checks), they may cite ISPS failure. Certain ports (US, Australia) will detain vessels for egregious security negligence as it poses terror threa8】. Score 8.","Implement and maintain the ship security plan effectively: control access to the ship, verify the identity of all persons boarding, lock restricted areas, post deck watches or patrols, monitor with surveillance equipment, and conduct checks of stores before loading. Address any security-related defects promptly.",,,,,,Random check of Enclosed Space entry permits / Hot work permits / Ship Shore safety checklists / MSDS of cargoes?,"Are records of the latest shipboard internal and external audits available and are actions being initiated to correct any non-conformities? # Is if the vessel transits or may transit a high-risk piracy area, are updated security charts and publications being provided? (V)? # Is if the vessel transited or may transit an area with a high risk of piracy, has a voyage risk assessment been produced? (V)? # Have preventive measures been taken by the master and crew during the stay in port and prior to departure to prevent stowaways? (V)?"
16102,Ship security alert system,"The SSAS is a silent alarm to alert authorities of a security threat (piracy, terrorist attack). If the SSAS doesn’t work in testing or isn’t properly registered, that’s a breach of SOLAS XI-2. Some port states (US) do check it. It’s important for worst-case scenarios. PSC will require it fixed; if in high-risk waters for piracy, they might detain until operational. Score 7.",Test the ship security alert system regularly to ensure it functions correctly; ensure it is registered with the appropriate authority and ready for immediate use.,,,,,,,Are deck officers familiar with the function and use of the Ship Security Alert System and is the Ship Security Alert System being tested regularly? (V)?
16103,Ship security plan,"The vessel must have an approved Security Plan on board and implement it. If the plan document is missing or expired (not approved after the last ship/owner change), the ship is not ISPS-compliant – a detainable condition. Also if plan is onboard but clearly not implemented (crew unaware of procedures, etc.), it’s serious. Score 9 – without a valid plan, the ship shouldn’t trade internationally.",Keep an approved ship security plan on board and ensure crew are familiar with its procedures; review and update the plan as necessary and present it during inspection.,,,,,,,"Is was the berth-to-berth passage plan of the previous voyage comprehensive and approved by the master? (V)? # Has the Voyage Safety Plan (VSP), including the checklist for fumigation during the voyage, been discussed with and signed by the master prior to sailing to the discharge port? (V)? # Is the Cargo Safe Access Plan (CSAP) prepared and was it followed on board? (V)?"
16104,Ship security officer,"Every ship must have a designated, trained Ship Security Officer (SSO). If no one on board has an SSO certificate, that’s a clear ISPS non-compliance. PSC will likely detain until a certified person is on board (or temporary dispensation given extremely short term). It’s crucial as SSO coordinates responses to security threats. Score 8.",Ensure a trained Ship Security Officer is assigned on board to implement the ship security plan and liaise with port facility security; maintain the officer’s certification and training records.,,,,,,,Has a Ship Security Officer (SSO) been appointed and trained adequately to perform the duties of SSO and have all crew received security-related training and instructions? (V)?
16105,Access control to ship,"The ISPS Code requires controlling access (locks, watchmen, visitor logs). If PSC observes the ship doesn’t control access (no gangway watch, doors to restricted areas left unlocked in port), it’s an ISPS failure. It might not cause immediate “accident” but is a security risk. They’ll cite it and possibly demand increased security measures before departure. Score 7.","Maintain access control measures: control walkways and gangways, check identities of persons boarding, lock doors to restricted areas, mark restricted areas, post deck watches and patrols, limit access points at higher security levels, escort visitors and provide security briefings when required.",,,,,,,"Are procedures in place controlling the use of mobile phone, internet, and email services on the bridge? (V)? # Is access to the ship being controlled by an adequate deck watch? (V)?"
16106,Security drills,"Ships must do regular security drills (e.g., scenario of bomb threat or stowaway search). If PSC asks and finds none have been done (or crew perform very poorly), they note it. Similar to other drills – suggests ISM/ISPS training weakness. They’ll require holding a drill promptly. Moderate (unless in conjunction with other failures, then it adds to detention reasons). Score 5.",Conduct security drills at appropriate intervals covering scenarios such as unauthorized access and emergency response; record drills for inspection.,,,,,,Random Check of records for drills as per drill planner. Debrief with crew on last held drill.? # Random check of Enclosed Space entry permits / Hot work permits / Ship Shore safety checklists / MSDS of cargoes?,"Is entry into and rescue from enclosed space training undertaken and are regular drills conducted? (V)? # Is there a schedule of drills and exercises to address potential emergency shipboard situations and is it being conducted effectively? (V)? # Does the schedule of drills and exercises related to LNG fuels address potential emergency shipboard situations and has it been conducted effectively? # Have personnel engaged in cargo securing operations been provided with relevant training and familiarisation? (V)? # Are walk-rounds of the entire system carried out regularly, recorded and are the staff conducting the rounds aware of their duties? (V)? # Has a Ship Security Officer (SSO) been appointed and trained adequately to perform the duties of SSO and have all crew received security-related training and instructions? (V)? # Are the emergency drill procedures amended prior to entering sub-freezing / polar areas and are the crew being regularly trained with such a procedure? (V)?"
16199,Other (maritime security),"Other security issues, perhaps like failure to report to a port’s security prior arrival, or missing security equipment (night-vision for watch maybe). Default moderate.",Follow ISPS Code guidance for other maritime security issues; ensure all security equipment is maintained and liaise with the competent security authority if deficiencies arise.,,,,,,,
18,"MLC, 2006 - Minimum requirements to work on a ship",,,,,,,,,
18101,Minimum age,(Same as 09101) Already discussed; no under-16 (or under-18 in some duties). PSC treats as very serious.,,,,,,,,
18102,Night working,(Same as 09234) Already addressed; violation if minors work nights.,,,,,,,,
18103,Medical fitness,"If crew lack valid medical certificates (some flags put this under MLC rather than STCW code), similar to 01218; serious risk and compliance issue.",,,,,,,,"Are the limits of blood and breath alcohol contents in the drug and alcohol policy equal to, or less than the STCW mandatory alcohol limit? (V&M)?"
18104,Recruitment and placement service,"MLC requires using licensed/regulated manning agencies. If crew were hired through a black-market agent or had to pay huge fees (evidence of unregulated service), PSC notes it. Not an immediate ship safety item, but important for crew rights. Possibly lead to warning or requirement to rectify (through flag).",,,,,,,,
18199,Other (Minimum requirements),"Catch-all if any other breaches like not providing employment agreements to crew or lack of proper visa documents, etc.",,,,,,,,
182,"MLC, 2006 - Conditions of employment",,,,,,,,,
18201,Fitness for duty - work and rest hours,(Same as 09235) Already covered under fatigue; PSC strictly enforce now.,,,,,,,,Do all personnel maintain rest period/work hours and are the rest hours in compliance with STCW or MLC requirements? (V)?
18202,Legal documentation on work and rest hours,(Same as 09236) Already covered.,,,,,,,,Do all personnel maintain rest period/work hours and are the rest hours in compliance with STCW or MLC requirements? (V)?
18203,Wages,"If crew wages are unpaid or consistently delayed (common sign of owner financial trouble), PSC under MLC can detain the sh7】. Many detentions involve owed wages; port State ensures crew are paid before release. Score 8.",,Seafarer welfare and MLC compliance,"Ensure maritime labour certificates and declarations are valid; uphold seafarer welfare by preventing harassment and violence, providing stronger repatriation entitlements, recognising seafarers as key workers, improving medical care on board, and ensuring thorough casualty investigations; report seafarer deaths as required; Pay seafarers’ wages promptly and in full; address wage-related complaints to prevent PSC deficiencieshttps://www.amsa.gov.au/news-community/news-and-media-releases/maritime-labour-convention-report-released","The 2024 CIC results showed that wage payment and employment conditions were key focus areas; inadequate payment of wages can lead to detentionhttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/#:~:text=Wages%20and%20Seafarer%20Employment%20Agreements,related%20topic%20detainable%20deficiency.","Pay wages at intervals not greater than monthly; ensure wage slips and calculations are accurate and in accordance with the SEA or collective bargaining agreement; rectify delayed or unpaid wages immediately; ensure proper allotments are remitted to seafarers’ families when electedhttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/#:~:text=1,a%20representative%20of%20the%20shipownerhttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/.",,Any COCs on vessel. Check due dates? # Any past PSC detentions/SIRE refusals? # Wage is paid in monthly interval in accordance with SEA/CBA.?,"Has a specific permit to work and effective Lock-Out/Tag-Out (LOTO) system been introduced for high-risk duties and are the permits being used effectively? (V)? # Do the Seafarer Employment Agreements (SEA) comply with the requirements of MLC 2006 and do the crew salaries meet or exceed the current ILO Minimum Wage Scale? (V & M)? # Has the master been provided with a monthly welfare budget? (V)? # Are seafarers being provided with sufficient food and water free of charge and does the cook hold appropriate qualifications? (V)? # Are individual monthly statements provided to all seafarers on board, detailing their monthly wage and any authorised deductions such as allotments? (V)?"
18204,Calculation and payment,"Similar context to 18203 – if wage slips or calculations are unfair or not per contract (e.g., illegal deductions), it’s serious under MLC. Likely paired with 18203; PSC ensures back-pay and correct structure.",,,,"The 2024 CIC highlighted wage payment deficiencies; fair wage calculation and timely payment are essentialhttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/#:~:text=Wages%20and%20Seafarer%20Employment%20Agreements,related%20topic%20detainable%20deficiency.","Ensure wage calculations are transparent and comply with the SEA or CBA; avoid illegal deductions; pay wages at least monthly; provide seafarers with pay slips and statements of accounthttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/#:~:text=1,a%20representative%20of%20the%20shipownerhttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/.",,Wage is paid in monthly interval in accordance with SEA/CBA.?,
18205,Measures to ensure transmission to seafarer's family,"If crew have elected allotments (portion of wage sent home) and company isn’t sending them, that’s an MLC breach. PSC sees that as less immediate than non-payment, but still to be fixed (crew families might be suffering). They’ll demand company correct it.",,,,"The 2024 CIC emphasised crew wages and seafarer employment agreements; non‑payment of allotments is a deficiencyhttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/#:~:text=Wages%20and%20Seafarer%20Employment%20Agreements,related%20topic%20detainable%20deficiency.","Ensure that elected allotments (portions of wages sent home) are transmitted promptly to seafarers’ families; maintain proof of remittances and rectify any failures to send allotmentshttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/#:~:text=1,a%20representative%20of%20the%20shipownerhttps://safety4sea.com/paris-mou-2024-concentrated-inspection-campaign-cic-on-crew-wages-and-seas/.",,"Any major surveys / CSM items due next 3 months. If any overdue, to be dealt with immediately?","Has a specific permit to work and effective Lock-Out/Tag-Out (LOTO) system been introduced for high-risk duties and are the permits being used effectively? (V)? # Are individual monthly statements provided to all seafarers on board, detailing their monthly wage and any authorised deductions such as allotments? (V)?"
18299,Other (Conditions of employment),"Might include issues like leave, repatriation time not honored, etc. Moderate by default.",,,,,,,,
183,"MLC, 2006 - Accommodation, recreational facilities, food and catering",,"Ensure accommodation, catering and sanitary facilities are hygienic and functional; provide adequate food and drinking water for the intended voyage; inspect and clean regularly.",,,,,,,"Are the accommodation spaces safe, provided to a respectable level of health and hygiene and regularly inspected, including checks of ventilation, noise, heating, lighting, and sanitation? (V)? # Are the ship’s staff provided with adequate recreation facilities on board the ship? (V)?"
18301,"Noise, vibration and other ambient factors",Already touched in 09105 etc. MLC requires not exposing crew to excessive noise/vibration; PSC rarely measures this unless extreme. Minor unless a complaint is raised with evidence.,,,,,,,,
18302,Sanitary Facilities,"Mirror of 09106, need enough and working WCs/showers. Already discussed.",,,,,,,,
18303,Drainage,Mirror 09107.,,,,,,,,
18304,Lighting (Accommodation),Mirror 09108.,,,,,,,"Housekeeping, Painting and Lighting?",Is the cosmetic appearance of the superstructure satisfactory? (V)?
18305,Hospital accommodation (Sickbay),"Mirror 09111. If a required sickbay is missing or misused, moderate issue (detainable if truly no medical facility on a large crew ship).",,,,,,,,"Is if provided, is the ship’s hospital properly equipped, clean, hygienic and for medical use only? (V & M)?"
18306,"Sleeping room, additional spaces",Mirror 09114 etc.,,,,,,,,
18307,Direct openings into sleeping rooms cargo/mach.,"Mirror 09115, serious.",,,,,,,,
18308,Furnishings,Mirror 09116.,,,,,,,"Cleanliness of individual cabins, including toilets?","Are galley appliances, audio-visual equipment, and other electrical equipment inside the accommodation in good order? (V)?"
18309,"Berth dimensions, etc.",Mirror 09117.,,,,,,,,
18310,Minimum headroom,Mirror 09118.,,,,,,,,Are self-closing sounding devices in good order and closed? (V)?
18311,Mess room and recreational facilities,"Mirror 09119 plus recreation spaces (MLC requires a lounge, etc.). PSC checks presence; usually minor unless totally lacking.",,,,,,,,
18312,"Galley, handlingroom (maintenance)","Mirror 09124, galley hygiene.",,,,,,,"Housekeeping and hygiene in galley and common spaces in accommodation. Galley floor tiles in good condition, no leaking taps.? # Housekeeping and painting? # Housekeeping, Painting and Lighting?","Is the standard of housekeeping in the machinery space and steering gear room satisfactory and are they clean and free from obvious leaks? (V)? # Are galley appliances, audio-visual equipment, and other electrical equipment inside the accommodation in good order? (V)?"
18313,Cleanliness,"Mirror 09127, addressed.",,,,,,,"Housekeeping and hygiene in galley and common spaces in accommodation. Galley floor tiles in good condition, no leaking taps.? # Cleanliness of common toilets on various decks? # Cleanliness of individual cabins, including toilets? # Cleanliness of Hospital, Record and availability of medicines, condition of Medical oxygen and equipment. Test of call alarm.? # Housekeeping and painting? # Check of records of Saturday Routines/ Monthly / Quarterly Routines of Safety / Pollution Prevention Equipment. Any concerns here to be immediately attended? # Housekeeping, Painting and Lighting?","Has a smoking policy been implemented; is it being followed and are designated smoking areas adequately identified? (V)? # Are the garbage storage and disposal facilities in a tidy and hygienic condition? # Are there guidelines and procedures for hold cleaning in place (V)? # Is the vibrator system in good order and is there recorded evidence of regular inspection as per manufacturer recommendations? (V)? # Is the tunnel area clean free from refuse and is the overall standard of housekeeping satisfactory? (V)? # Are the stores located inside the accommodation and on the weather decks clean and tidy? (V)? # Are the accommodation spaces safe, provided to a respectable level of health and hygiene and regularly inspected, including checks of ventilation, noise, heating, lighting, and sanitation? (V)?"
18314,Provisions quantity,"Mirror 09128, serious.",,,,,,,,Has the master been provided with a monthly welfare budget? (V)?
18315,Provisions quality and nutritional value,"Mirror 09129, serious. MLC adds nutritional adequacy (e.g., crew being fed only rice and no protein is not acceptable). PSC can detain if food is grossly inadequate nutritionally or spoiled.",,,,,,,,
18316,"Water, pipes, tanks","Mirror 09130, essential.",,,,,,,Condition of provisions/potable fresh water? # Record of potable water testing?,
18317,Food personal hygiene,Mirror 09134.,,,,,,,,
18318,Food temperature,Mirror 09135.,,,,,,,,Is there a procedure for monitoring the temperature of refrigerated containers and are records maintained? (V)?
18319,Food segregation,Mirror 09136.,,,,,,,,
18320,Record of inspection (food and catering),Mirror 09137 (combo with 09122).,"Conduct regular inspections of food and catering facilities and keep records; ensure that kitchens, stores and equipment are hygienic and comply with MLC standards.",,,,,,,
18321,"Heating, air conditioning and ventilation","Combined requirement for climate control (similar to 09103 ventilation + adequate cooling/heating). PSC looks at this holistically (e.g., AC functional in tropics, heating in arctic). Moderate if not working (crew discomfort, potential heat stress).","Maintain accommodation heating, air conditioning and ventilation systems in hygienic working order; ensure adequate ventilation and climate control in living and working spaces.",,,,,,,Does the Air Handling Unit (AHU) maintain a comfortable temperature and is there recorded evidence of regular maintenance and cleaning of AHU available? (V)? # Are the accommodation spaces provided with adequate heating systems? (V)?
18322,Insulation,"Could refer to thermal insulation in accommodation (for temperature/noise). Unless causing severe sweat/condensation issues (mold), minor.",,,,,,,Condition of Accomodation AC / heating?,"Has a sample of foam compound, applicable to both fixed and portable systems, been sent for regular testing and is evidence of satisfactory results available? # Is lagging and insulation, free of any significant oil impregnation ? (V)?"
18323,Office,"MLC requires ships with > certain crew to have a ship’s office for paperwork. If missing, trivial deficiency.",,,,,,,,
18324,"Cold room, cold room cleanliness, cold room temperature","Combined 09131-33 issues (we gave those 5,5,4 respectively; combined code likely similar moderate).",,,,,,,Condition of Accomodation AC / heating? # Operating condition of Accom AC system and prov refrigeration system?,"Does the Air Handling Unit (AHU) maintain a comfortable temperature and is there recorded evidence of regular maintenance and cleaning of AHU available? (V)? # Are the door seals, catches and alarm system of the refrigerated space in good order? (V)?"
18325,Training and qualification of ship's cook,"MLC mandates the cook (if crew >10) be trained/qualified in food prep. If PSC finds the cook has no such qualification, that’s a deficiency – potential detainable if food handling is evidently poor or crew have gotten ill. They’ll demand a certified cook be hired or existing cook sent for training at next port. Score 6.",,,,,,,,Are seafarers being provided with sufficient food and water free of charge and does the cook hold appropriate qualifications? (V)?
18326,"Laundry, Adequate Locker",Mirror 09121 (laundry) and 09120 (oilskin locker) combined. Minor.,,,,,,,SOPEP locker equipment adequate?,
18327,Ventilation (Working spaces),Duplicate of 09201 but listed in MLC context. Already rated 5.,,,,,,,Condition of accommodation vents / recirc flaps of AC system?,"Are purifier rooms and fuel and lubricating oil handling areas ventilated, free of oil leaks and clean? (V)? # Is ventilation of cargo holds, where required, being carried out and recorded? (V)? # Have the air conditioning intakes for the accommodation, the engine room and other spaces been set to prevent the possibility of drawing in fumigant gas? (V)? # Is ventilation of cargo holds being carried out and recorded? (V)? # Is the ventilation system of the tunnel area in order, and is there documented evidence to confirm that the ventilators are working to their operational capacity? (V)? # Are engine room emergency stops for ventilation fans and the closing mechanism of ventilation supply and exhaust ducts clearly marked, in working condition, and do records indicate that they have been regularly tested? (V)? # Are the protective guards, shields and emergency stop of the engine room workshop tools being maintained in good order? (V)?"
18328,Record of inspection,Duplicate of 09137 (with 09122). Minor paperwork issue.,,,,,,,"Condition and number of EEBDs. Service records availability. If replacecable type, validity of expiry date? # Review of survey statements for prior damages and reports? # Any visible dents? If yes, are they included in Class records? # ODMCS operation/records. Review of ORB Part II entries? # Random Check of chart correction status? # Inspection Records? # Note - Each category gives guidance on it's own score. Even though total score may be in above mentioned ranges, a low score in individual categories should drive an expanded inspection in those areas of concern.?",Are the master’s appointed representatives for fumigation trained and is there evidence to show that they have been effectively performing duties associated with this task? (V)? # Have pre-fumigation and post fumigation statements been provided to the master by the fumigator-in-charge? (V)? # Is the vibrator system in good order and is there recorded evidence of regular inspection as per manufacturer recommendations? (V)? # Has the master been provided with a monthly welfare budget? (V)?
18399,"Other (Accommodation, recreational facilities...)","A catch-all if some accommodation issue not listed (maybe lack of internet access if required by law now, etc.). Moderate baseline.",,,,,,,,
184,"MLC, 2006 - Health protection, medical care, social security",,Ensure seafarers have access to medical care onboard and ashore free of charge; carry valid health protection documentation; maintain social security arrangements as required by MLC.,NCP 2024-25: Health and safety protection & accident prevention (MLC Title 4),Ensure adequate medical facilities and supplies on board; provide health protection and medical care in accordance with MLC; implement accident prevention measures; encourage reporting of medical issues and injuries.,,,,,Are ship’s staff provided with appropriate medical care and health promotion programmes? (V)?
18401,"Medical Equipment, medical chest, medical guide","Mirror of 09112/18314 combo (ensuring medical chest carries required medicines per crew size/voyage). PSC frequently inspects the medical locker against IMO/ILO required lists. Missing critical medicines or guidebook is a detainable deficiency on MLC grounds if severe (e.g., no antibiotics at all). Score 7.","Ensure the medical equipment, medical chest and medical guide are on board, complete and regularly updated; check expiry dates and replenish supplies; update the medical guide as required.",,,,,,"Cleanliness of Hospital, Record and availability of medicines, condition of Medical oxygen and equipment. Test of call alarm.?",
